Schulnummer;Schultyp;Name;Strasse;PLZ;Ort;Homepage;Link
"0849";"Berufsoberschule";"Staatliche Berufsoberschule Bayreuth  ";"Körnerstr. 6";"95448";"Bayreuth";"www.fosbos-bayreuth.de";"/schule/0849.html"
"0859";"Fachoberschule";"Staatliche Fachoberschule Bayreuth   ";"Körnerstr. 6";"95448";"Bayreuth";"www.fosbos-bayreuth.de";"/schule/0859.html"
"5012";"Berufsschule";"Staatl. Berufsschule I Bayreuth   ";"Kerschensteinerstr. 6";"95448";"Bayreuth";"www.bs1-bt.de";"/schule/5012.html"
"5028";"Berufsschule";"Staatl. Berufsschule II Bayreuth   ";"Äußere Badstr. 32";"95448";"Bayreuth";"www.kfm-berufsschule-bayreuth.de";"/schule/5028.html"
"5033";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule f. Diätassistenten Bayreuth der gemeinnützigen Gesellschaft für soziale Dienste - DAA - mbH";"Wilhelm-Pitz-Str. 1";"95448";"Bayreuth";"www.ggsd.de/bayreuth";"/schule/5033.html"
"5036";"Gewerbliche Fachschule";"Staatliche Fachschule (Technikerschule) für Fahrzeugtechnik und Elektromobilität Bayreuth";"Kerschensteinerstr. 6";"95448";"Bayreuth";"www.bs1-bt.de";"/schule/5036.html"
"5089";"Wirtschaftsschule";"Städtische Wirtschaftsschule Bayreuth  ";"Brandenburger Str. 12";"95448";"Bayreuth";"www.swsbayreuth.de";"/schule/5089.html"
"5131";"Fachakademie";"Priv. Fachakademie für Sozialpädagogik Bayreuth der Gemeinnützigen Gesellschaft für soziale Dienste - DAA - mbH";"Wilhelm-Pitz-Str. 1";"95448";"Bayreuth";"www.ggsd.de/bayreuth";"/schule/5131.html"
"5144";"Volksschule zur sonderp?dagog. F?rderung";"Markgrafenschule Förderzentrum Förderschwerpunkt Sprache ";"Markgrafenallee 33";"95448";"Bayreuth";"www.mgs-bt.de";"/schule/5144.html"
"5172";"Hauswirtschaftliche Fachschule";"Fachschule f. Heilerziehungspflege Bayreuth der Gemeinn. Gesellschaft für soziale Dienste - DAA - mbH ";"Wilhelm-Pitz-Str. 1";"95448";"Bayreuth";"www.ggsd.de/bayreuth";"/schule/5172.html"
"5177";"Berufsfachschule des Gesundheitswesens";"Private Berufsfachschule für Ergotherapie Bayreuth der Gemeinn. Gesellschaft für soziale Dienste - DAA - mbH";"Wilhelm-Pitz-Str. 1";"95448";"Bayreuth";"www.ggsd.de/bayreuth";"/schule/5177.html"
"5225";"Hauswirtschaftliche Fachschule";"Fachschule f. Heilerziehungspflege- hilfe Bayreuth der Gemeinn. Gesellschaft f. soz. Dienste - DAA - mbH";"Wilhelm-Pitz-Str. 1";"95448";"Bayreuth";"www.ggsd.de/bayreuth";"/schule/5225.html"
"5515";"Grund- u. Mittelschule";"Private Montessori-Schule Bayreuth, Mittelschule, des Vereins Integrative Erziehung Bayreuth e.V. ";"Wilhelm-Pitz-Str. 1";"95448";"Bayreuth";"www.montessori-bayreuth.de";"/schule/5515.html"
"5527";"Grund- u. Mittelschule";"Albert-Schweitzer-Mittelschule Bayreuth  ";"Äußere Badstr. 30";"95448";"Bayreuth";"www.ass-bayreuth.de";"/schule/5527.html"
"5529";"Grund- u. Mittelschule";"Jean-Paul-Grundschule Bayreuth   ";"Königsallee 19";"95448";"Bayreuth";"www.jp-schule.de";"/schule/5529.html"
"5531";"Grund- u. Mittelschule";"Grundschule Bayreuth-Laineck   ";"Goldkronacher Str. 7";"95448";"Bayreuth";"www.grundschule-laineck.de";"/schule/5531.html"
"5535";"Grund- u. Mittelschule";"Mittelschule Bayreuth-St. Georgen   ";"Riedelsberger Weg 20";"95448";"Bayreuth";"www.mittelschule-bayreuth.de";"/schule/5535.html"
"5536";"Grund- u. Mittelschule";"Grundschule Bayreuth-St.-Georgen   ";"Riedelsberger Weg 20";"95448";"Bayreuth";"www.gsstg.de";"/schule/5536.html"
"5537";"Grund- u. Mittelschule";"Grundschule Bayreuth-St.-Johannis   ";"Ziegelleite 15";"95448";"Bayreuth";"www.gs-st-johannis.de";"/schule/5537.html"
"5587";"Grund- u. Mittelschule";"Private Grundschule Schloss Thiergarten in Bayreuth ";"Oberthiergärtner Str. 36";"95448";"Bayreuth";"https://www.arche-twi.com";"/schule/5587.html"
"5716";"Grund- u. Mittelschule";"Private Montessori-Schule Bayreuth, Grundschule, des Vereins Integrative Erziehung Bayreuth e.V. ";"Wilhelm-Pitz-Str. 1";"95448";"Bayreuth";"www.montessori-bayreuth.de";"/schule/5716.html"
"5615";"Grund- u. Mittelschule";"Sebastian-Kneipp-Grundschule Bad Berneck  ";"Klang 15";"95460";"Bad Berneck i.Fichtelgebirge";"www.schulen-badberneck.de";"/schule/5615.html"
"5644";"Grund- u. Mittelschule";"Sebastian-Kneipp-Mittelschule Bad Berneck i.Fichtelgebirge  ";"Klang 15";"95460";"Bad Berneck i.Fichtelgebirge";"www.schulen-badberneck.de";"/schule/5644.html"
"5625";"Grund- u. Mittelschule";"Grundschule Bindlach   ";"Bayreuther Str. 4";"95463";"Bindlach";"www.volksschule-bindlach.de";"/schule/5625.html"
"5570";"Grund- u. Mittelschule";"Grundschule Weidenberg   ";"Schulstr. 2";"95466";"Weidenberg";"www.schule-weidenberg.de und https://foerderverein-pe";"/schule/5570.html"
"5657";"Grund- u. Mittelschule";"Grundschule Kirchenpingarten   ";"Schulstr. 4";"95466";"Kirchenpingarten";"www.vs-kirchenpingarten.de";"/schule/5657.html"
"5674";"Grund- u. Mittelschule";"Mittelschule Weidenberg   ";"Schulstraße 2";"95466";"Weidenberg";"www.schule-weidenberg.de und https://foerderverein-pe";"/schule/5674.html"
"5589";"Grund- u. Mittelschule";"Werner-Porsch-Grundschule Speichersdorf  ";"Schulstraße 1";"95469";"Speichersdorf";"www.werner-porsch-volksschule.de";"/schule/5589.html"
"5669";"Grund- u. Mittelschule";"Werner-Porsch-Mittelschule Speichersdorf  ";"Schulstraße 1";"95469";"Speichersdorf";"www.werner-porsch-volksschule.de";"/schule/5669.html"
"5543";"Grund- u. Mittelschule";"Robert-Kragler-Grundschule Creußen   ";"Am Hohen Weg 22";"95473";"Creußen";"www.vs-creussen.de";"/schule/5543.html"
"0507";"Realschule";"Staatliche Realschule Kemnath Realschule am Tor zur Oberpfalz  ";"Schulplatz 4";"95478";"Kemnath";"realschule-kemnath.de";"/schule/0507.html"
"4681";"Grund- u. Mittelschule";"Grundschule Kemnath   ";"Schulplatz 9";"95478";"Kemnath";"www.gms-kemnath.de";"/schule/4681.html"
"4887";"Grund- u. Mittelschule";"Mittelschule Kemnath   ";"Schulplatz 9";"95478";"Kemnath";"www.gms-kemnath.de";"/schule/4887.html"
"0477";"Realschule";"Jacob-Ellrod-Realschule Evang. Ganztagsschule Gefrees  ";"Theodor-Heuss-Str. 8";"95482";"Gefrees";"www.jesgefrees.de";"/schule/0477.html"
"5624";"Grund- u. Mittelschule";"Grundschule Gefrees   ";"Schulstr. 21";"95482";"Gefrees";"www.vs-gefrees.de";"/schule/5624.html"
"5673";"Grund- u. Mittelschule";"Grundschule Warmensteinach   ";"Bahnhofstr. 96";"95485";"Warmensteinach";"www.gs-warmensteinach.de";"/schule/5673.html"
"5541";"Grund- u. Mittelschule";"Grundschule Eckersdorf   ";"Schulstr. 5";"95488";"Eckersdorf";"www.vs-eckersdorf.de";"/schule/5541.html"
"5649";"Grund- u. Mittelschule";"Mittelschule Eckersdorf   ";"Schulstraße 5";"95488";"Eckersdorf";"www.vs-eckersdorf.de";"/schule/5649.html"
"5660";"Grund- u. Mittelschule";"Grundschule Mistelgau-Glashütten   ";"Schulstr. 18";"95490";"Mistelgau";"https://www.schule-oberfranken.de/index.php?article_id=265&s";"/schule/5660.html"
"5642";"Grund- u. Mittelschule";"Grundschule Ahorntal   ";"Kirchahorn 44";"95491";"Ahorntal";"www.schule-ahorntal.de";"/schule/5642.html"
"5647";"Grund- u. Mittelschule";"Grundschule Bischofsgrün   ";"Hauptstr. 34";"95493";"Bischofsgrün";"www.grundschule.bischofsgruen.de";"/schule/5647.html"
"5653";"Grund- u. Mittelschule";"Alexander-von-Humboldt-Grundschule Goldkronach  ";"Leisauer Str. 19";"95497";"Goldkronach";"www.grundschulegoldkronach.de";"/schule/5653.html"
"5643";"Grund- u. Mittelschule";"Grundschule Heinersreuth   ";"Geschwister-Scholl-Str. 28";"95500";"Heinersreuth";"www.schule-heinersreuth.de";"/schule/5643.html"
"5029";"Hauswirtschaftliche Fachschule";"Fachschule für Heilerziehungspflege Himmelkron der Diakoneo KdöR ";"Langheinrichstr. 1";"95502";"Himmelkron";"www.fachschule-himmelkron.de";"/schule/5029.html"
"5155";"Hauswirtschaftliche Fachschule";"Fachschule für Heilerziehungs- pflegehilfe Himmelkron der Diakoneo KdöR ";"Langheinrichstr. 1";"95502";"Himmelkron";"www.fachschule-himmelkron.de";"/schule/5155.html"
"5817";"Grund- u. Mittelschule";"Grundschule Himmelkron-Lanzendorf   ";"Schulstr. 1";"95502";"Himmelkron";" ";"/schule/5817.html"
"5542";"Grund- u. Mittelschule";"Grundschule Hummeltal   ";"Bayreuther Str. 14";"95503";"Hummeltal";"www.schule-hummeltal.de";"/schule/5542.html"
"5656";"Grund- u. Mittelschule";"Mittelschule Hummeltal   ";"Bayreuther Straße 14";"95503";"Hummeltal";"www.vs-hummeltal.de";"/schule/5656.html"
"4110";"Volksschule zur sonderp?dagog. F?rderung";"Sonderpädagogisches Förderzentrum Immenreuth  ";"Kemnather Str. 42 a";"95505";"Immenreuth";"www.sfz-immenreuth.de";"/schule/4110.html"
"4885";"Grund- u. Mittelschule";"Grundschule Immenreuth   ";"Kemnather Str. 42 b";"95505";"Immenreuth";"www.gs-immenreuth.de";"/schule/4885.html"
"4890";"Grund- u. Mittelschule";"Grundschule Kulmain   ";"Schulplatz 1";"95508";"Kulmain";"www.schule-kulmain.de";"/schule/4890.html"
"5830";"Grund- u. Mittelschule";"Grundschule Marktschorgast   ";"Bahnhofstraße 9";"95509";"Marktschorgast";"www.marktschorgast.de/verzeichnis/mandat.php?mandat=1";"/schule/5830.html"
"5659";"Grund- u. Mittelschule";"Grundschule Mistelbach   ";"Schulstr. 1";"95511";"Mistelbach";" ";"/schule/5659.html"
"5540";"Grund- u. Mittelschule";"Friedrich-von-Ellrodt-Grundschule Neudrossenfeld  ";"Ellrodtweg 23";"95512";"Neudrossenfeld";"www.schule-neudrossenfeld.de";"/schule/5540.html"
"5832";"Grund- u. Mittelschule";"Friedrich-von-Ellrodt-Mittelschule Neudrossenfeld  ";"Ellrodtweg 23";"95512";"Neudrossenfeld";"www.schule-neudrossenfeld.de";"/schule/5832.html"
"4754";"Grund- u. Mittelschule";"Grundschule Oberbibrach   ";"Schulstr. 9";"95519";"Vorbach";" ";"/schule/4754.html"
"0161";"Gymnasium";"Otto-Hahn-Gymnasium Marktredwitz   ";"Schulstr. 10";"95615";"Marktredwitz";"www.ohg-marktredwitz.de";"/schule/0161.html"
"0537";"Realschule";"Fichtelgebirgsrealschule Staatliche Realschule Marktredwitz  ";"Schulstr. 3";"95615";"Marktredwitz";"www.realschule-mak.de";"/schule/0537.html"
"0942";"Fachoberschule";"Staatl. Fachoberschule Marktredwitz  ";"Schulstr. 12";"95615";"Marktredwitz";"www.fosbos-mak.de";"/schule/0942.html"
"5009";"Volksschule zur sonderp?dagog. F?rderung";"Priv. Förderzentrum, Förderschwer- punkt geist. Entwickl. in Marktred- witz des Vereins Lebenshilfe im Fichtelgebirge e.V.";"Lebenshilfeweg 1";"95615";"Marktredwitz";"www.lebenshilfe-fichtelgebirge.de";"/schule/5009.html"
"5026";"Berufsschule";"Staatl. Berufsschule Marktredwitz - Wunsiedel  ";"Schulstr. 12";"95615";"Marktredwitz";"www.bs-mak-wun.de";"/schule/5026.html"
"5067";"Volksschule zur sonderp?dagog. F?rderung";"Erich Kästner-Schule, Priv. Sonder- päd. Förderzentrum in Marktredwitz d. Vereins "Hilfe f.d.lernbeh. Kind i.Lkr.Wunsiedel i.Fichtelgeb. e.V."";"Bauerstr. 2";"95615";"Marktredwitz";"https://www.erichkaestner.schule";"/schule/5067.html"
"5078";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Pflege der Klinikum Fichtelgebirge gGmbH in Marktredwitz ";"Schillerhain 1 - 8";"95615";"Marktredwitz";"www.klinikum-fichtelgebirge.de";"/schule/5078.html"
"5093";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Pflege der Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gemeinnützige GmbH in Marktredwitz";"Wölsauer Str. 24";"95615";"Marktredwitz";"www.bfz.de";"/schule/5093.html"
"5097";"Hauswirtschaftliche Fachschule";"Fachschule für Heilerziehungspflege St. Benedikt der Arche Teach and Work International gGmbH in Marktredwitz";"Thölauer Str. 30";"95615";"Marktredwitz";"www.arche-twi.com";"/schule/5097.html"
"5139";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule f.Altenpflegehilfe Marktredwitz der Berufl. Fortbildungszentren der Bayer. Wirtschaft (bfz) gGmbH";"Wölsauer Str. 24";"95615";"Marktredwitz";"www.bfz.de";"/schule/5139.html"
"5201";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Krankenpflege Marktredwitz am Klinikum Fichtelgebirge ";"Schillerhain 1 - 8";"95615";"Marktredwitz";"www.klinikum-fichtelgebirge.de";"/schule/5201.html"
"5346";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Altenpflege Marktredwitz der Berufl. Fortbildungszentren der Bayer. Wirtschaft (bfz) gGmbH";"Wölsauer Str. 24";"95615";"Marktredwitz";"www.bfz.de";"/schule/5346.html"
"5873";"Grund- u. Mittelschule";"Grundschule Brand b. Marktredwitz   ";"Fridauer Str. 36";"95615";"Marktredwitz";"https://grundschule.marktredwitz.de/grundschule-brand";"/schule/5873.html"
"5879";"Grund- u. Mittelschule";"Grundschule Marktredwitz   ";"Bauerstraße 4 - 6";"95615";"Marktredwitz";"www.grundschule-mak.de";"/schule/5879.html"
"5880";"Grund- u. Mittelschule";"Alexander-von-Humboldt-Mittelschule Marktredwitz  ";"Schulstraße 1";"95615";"Marktredwitz";"www.mittelschule-marktredwitz.de";"/schule/5880.html"
"0340";"Gymnasium";"Luisenburg-Gymnasium Wunsiedel   ";"Burggraf-Friedrich-Str. 9";"95632";"Wunsiedel";"www.lugy.de";"/schule/0340.html"
"0707";"Realschule";"Sigmund-Wann-Realschule Staatliche Realschule Wunsiedel  ";"Nordendstr. 8";"95632";"Wunsiedel";"www.rswun.de";"/schule/0707.html"
"5094";"Wirtschaftsschule";"Staatliche Wirtschaftsschule Wunsiedel  ";"Hofer Str. 1";"95632";"Wunsiedel";"www.wirtschaftsschule-wunsiedel.de";"/schule/5094.html"
"5117";"Gewerbliche Fachschule";"Staatl. Fachschule für Steintechnik und Gestaltung Wunsiedel ";"Tannenreuth 1";"95632";"Wunsiedel";"www.steinfachschule-wunsiedel.de";"/schule/5117.html"
"5891";"Grund- u. Mittelschule";"Jean-Paul-Grundschule Wunsiedel  ";"Egerstraße 64";"95632";"Wunsiedel";" ";"/schule/5891.html"
"5892";"Grund- u. Mittelschule";"Jean-Paul-Mittelschule Wunsiedel   ";"Egerstr. 62";"95632";"Wunsiedel";"www.mittelschule-wunsiedel.de";"/schule/5892.html"
"0303";"Gymnasium";"Stiftland-Gymnasium Tirschenreuth   ";"Stiftlandring 1";"95643";"Tirschenreuth";"www.stiftland-gymnasium.de";"/schule/0303.html"
"4023";"Volksschule zur sonderp?dagog. F?rderung";"Sonderpädagogisches Förderzentrum Tirschenreuth  ";"St.-Peter-Straße 38";"95643";"Tirschenreuth";" ";"/schule/4023.html"
"4903";"Grund- u. Mittelschule";"Marien-Grundschule Tirschenreuth   ";"Lengenfelder Weg 4";"95643";"Tirschenreuth";"www.gstirschenreuth.de";"/schule/4903.html"
"4904";"Grund- u. Mittelschule";"Johann-Andreas-Schmeller- Mittelschule Tirschenreuth  ";"Mühlbühlstraße 2";"95643";"Tirschenreuth";"www.mstir.de";"/schule/4904.html"
"9235";"Landwirtschaftliche Fachschule";"Landwirtschaftsschule Tirschenreuth   ";"St.-Peter-Str. 44";"95643";"Tirschenreuth";" ";"/schule/9235.html"
"0659";"Realschule";"Realschule im Stiftland Staatliche Realschule für Knaben Waldsassen ";"Schulstr. 11";"95652";"Waldsassen";"www.realschule-im-stiftland.de";"/schule/0659.html"
"0660";"Realschule";"Mädchenrealschule der Zisterzienserinnen Waldsassen  ";"Basilikaplatz 2";"95652";"Waldsassen";"www.mrs-waldsassen.de";"/schule/0660.html"
"4907";"Grund- u. Mittelschule";"Markgraf-Diepold-Grundschule Waldsassen  ";"Schulstr. 1";"95652";"Waldsassen";"www.gs-waldsassen.de";"/schule/4907.html"
"4908";"Grund- u. Mittelschule";"Mittelschule Waldsassen   ";"Eichendorffstraße 12";"95652";"Waldsassen";"www.mittelschule-waldsassen.de";"/schule/4908.html"
"5517";"Grund- u. Mittelschule";"Priv. Montessori-Volksschule Arzberg (Grund- u.Hauptschule) d. Vereins Montessori-Förder- gemeinschaft Fichtelgebirge e.V.";"Friedhofstr. 15";"95659";"Arzberg";"www.montessori-fichtelgebirge.de";"/schule/5517.html"
"5871";"Grund- u. Mittelschule";"Maximilian-von-Bauernfeind- Grundschule Arzberg  ";"Friedhofstr. 13";"95659";"Arzberg";"www.grundschule-arzberg.de";"/schule/5871.html"
"4161";"Volksschule zur sonderp?dagog. F?rderung";"Priv. Förderzentrum Schwerpunkt geistige Entwicklung Mitterteich der Lebenshilfe Kreisvereinigung Tirschenreuth e.V.";"Waldsassener Str. 9";"95666";"Mitterteich";"www.lebenshilfe-tirschenreuth.de";"/schule/4161.html"
"4892";"Grund- u. Mittelschule";"Theobald-Schrems-Grundschule Mitterteich  ";"Kohllohstr. 8";"95666";"Mitterteich";"www.grundschule.mitterteich.de";"/schule/4892.html"
"4893";"Grund- u. Mittelschule";"Otto-Wels-Mittelschule Mitterteich   ";"Zanklgartenstraße 22";"95666";"Mitterteich";"www.mittelschule-mitterteich.de";"/schule/4893.html"
"4878";"Grund- u. Mittelschule";"Grundschule Bärnau   ";"Schulstr. 4";"95671";"Bärnau";"www.gsbaernau.de";"/schule/4878.html"
"4121";"Berufsschule";"Staatl. Berufsschule Wiesau   ";"Pestalozzistr. 2";"95676";"Wiesau";"www.bsz-wiesau.de";"/schule/4121.html"
"4122";"Kaufm?nnische Berufsfachschule";"Staatl. Berufsfachschule für informations- u.telekommunikations- technische Berufe Wiesau ";"Pestalozzistr. 2";"95676";"Wiesau";"www.bsz-wiesau.de";"/schule/4122.html"
"4125";"Berufsfachs. f. Hauswirtschaft u. Sozialberufe";"Staatl. Berufsfachschule für gastgewerbliche Berufe Wiesau  ";"Pestalozzistr. 2";"95676";"Wiesau";"www.bsz-wiesau.de";"/schule/4125.html"
"4467";"Berufsfachs. f. Hauswirtschaft u. Sozialberufe";"Staatl. Berufsfachschule für Assistenten für Hotel- und Tourismusmanagement Wiesau ";"Pestalozzistraße 2";"95676";"Wiesau";"www.bsz-wiesau.de";"/schule/4467.html"
"4491";"Kaufm?nnische Fachschule";"Staatl. Fachschule für Wirtschaftsinformatik Wiesau  ";"Pestalozzistraße 2";"95676";"Wiesau";"www.bsz-wiesau.de";"/schule/4491.html"
"4909";"Grund- u. Mittelschule";"Grundschule Wiesau   ";"Schulstr. 6";"95676";"Wiesau";"www.gswiesau.de";"/schule/4909.html"
"4910";"Grund- u. Mittelschule";"Mittelschule Wiesau   ";"Schulstr. 6";"95676";"Wiesau";"www.mittelschule-wiesau.de";"/schule/4910.html"
"4682";"Grund- u. Mittelschule";"Jobst-vom-Brandt-Grundschule Waldershof  ";"Ludwig-Hoffmann-Str. 2";"95679";"Waldershof";"www.schule-waldershof.de";"/schule/4682.html"
"4680";"Grund- u. Mittelschule";"Fichtelnaabtal-Grundschule Ebnath-Neusorg  ";"Schulstr. 20";"95683";"Ebnath";"www.fichtelnaabtalschule.de";"/schule/4680.html"
"4879";"Grund- u. Mittelschule";"Fichtelnaabtal-Mittelschule Ebnath-Neusorg  ";"Schulstraße 20";"95683";"Ebnath";"www.fichtelnaabtalschule.de";"/schule/4879.html"
"4881";"Grund- u. Mittelschule";"Grundschule Falkenberg   ";"Schulstr. 21";"95685";"Falkenberg";"www.gswiesau.de";"/schule/4881.html"
"5651";"Grund- u. Mittelschule";"Grundschule Fichtelberg-Mehlmeisel   ";"Schulstr. 1";"95686";"Fichtelberg";" ";"/schule/5651.html"
"4882";"Grund- u. Mittelschule";"Grundschule Friedenfels   ";"Kolpingplatz 2";"95688";"Friedenfels";"www.gswiesau.de";"/schule/4882.html"
"4888";"Grund- u. Mittelschule";"Grundschule Konnersreuth   ";"Hauptstr. 27";"95692";"Konnersreuth";"www.schule-konnersreuth.de";"/schule/4888.html"
"4884";"Grund- u. Mittelschule";"Grundschule Mähring   ";"Großkonreuth 23";"95695";"Mähring";"www.grundschule-maehring.de";"/schule/4884.html"
"4894";"Grund- u. Mittelschule";"Grundschule Neualbenreuth   ";"Schulstr. 5";"95698";"Bad Neualbenreuth";" ";"/schule/4894.html"
"4897";"Grund- u. Mittelschule";"Grundschule Pechbrunn   ";"Hauptstr. 12";"95701";"Pechbrunn";"www.gemeinde-pechbrunn.de";"/schule/4897.html"
"4898";"Grund- u. Mittelschule";"Grundschule Plößberg   ";"Jahnstr. 3";"95703";"Plößberg";"www.grundschule-ploessberg.de";"/schule/4898.html"
"5882";"Grund- u. Mittelschule";"Grundschule Schirnding-Hohenberg a.d.Eger  ";"Arzberger Straße 5";"95706";"Schirnding";"www.gsschihoh.de";"/schule/5882.html"
"5887";"Grund- u. Mittelschule";"Grundschule Thiersheim   ";"Schulstraße 19";"95707";"Thiersheim";"----";"/schule/5887.html"
"5562";"Grund- u. Mittelschule";"Kösseine-Grundschule Tröstau-Nagel   ";"Schulstr. 19";"95709";"Tröstau";"www.koesseine-schule.de";"/schule/5562.html"
"0032";"Gymnasium";"Franz-Ludwig-Gymnasium Bamberg   ";"Franz-Ludwig-Str. 13";"96047";"Bamberg";"www.franz-ludwig-gymnasium.de";"/schule/0032.html"
"0033";"Gymnasium";"Clavius-Gymnasium Bamberg   ";"Kapuzinerstr. 29";"96047";"Bamberg";"cg-bamberg.de";"/schule/0033.html"
"0037";"Gymnasium";"Maria-Ward-Gymnasium Bamberg der Erzdiözese Bamberg  ";"Heinrichsdamm 32 a";"96047";"Bamberg";"maria-ward-gymnasium-bamberg.de";"/schule/0037.html"
"0344";"Abendgymnasium";"Erzbischöfliches Abendgymnasium für Berufstätige Bamberg  ";"Heinrichsdamm 32 a";"96047";"Bamberg";"www.abendgymnasium-bamberg.de";"/schule/0344.html"
"0427";"Realschule";"Maria-Ward-Realschule Bamberg der Erzdiözese Bamberg  ";"Heinrichsdamm 32 a";"96047";"Bamberg";"maria-ward-realschule-bamberg.de";"/schule/0427.html"
"5109";"Volksschule zur sonderp?dagog. F?rderung";"Bartolomeo-Garelli-Schule,Priv.För- derzentr.,Förderschwerp.emot.u.soz. Entwickl.Bamberg d.Süddt.Provinz d. Sales.Don Boscos K.d.Ö.R., München";"Hornthalstraße 35";"96047";"Bamberg";"donboscobamberg.de";"/schule/5109.html"
"5134";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Pflege der Caritas-Diakonie Schulträger gGmbH Bamberg";"Hainstr. 59";"96047";"Bamberg";"www.pflegeschule-mal-anders.de";"/schule/5134.html"
"5275";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Altenpflege im Hain der Caritas-Diakonie Schulträger gGmbH Bamberg ";"Hainstr. 59";"96047";"Bamberg";"www.pflegeschule-mal-anders.de";"/schule/5275.html"
"5497";"Sonstige Berufsfachschule";"Bamberger Berufsfachschule für Kosmetik Christa Wairer ";"Willy-Lessing-Str. 6";"96047";"Bamberg";" ";"/schule/5497.html"
"5504";"Grund- u. Mittelschule";"Grundschule Bamberg-Hain   ";"Ottostr. 2 a";"96047";"Bamberg";"www.hainschule-bamberg.de";"/schule/5504.html"
"5509";"Grund- u. Mittelschule";"Martingrundschule Bamberg   ";"Hinterer Graben 1";"96047";"Bamberg";"www.martinschule.bamberg.de";"/schule/5509.html"
"9237";"Landwirtschaftliche Fachschule";"Landwirtschaftsschule Bamberg   ";"Schillerplatz 15";"96047";"Bamberg";" ";"/schule/9237.html"
"0031";"Gymnasium";"Kaiser-Heinrich-Gymnasium Bamberg   ";"Altenburger Str. 16";"96049";"Bamberg";"www.khg.bamberg.de";"/schule/0031.html"
"0035";"Gymnasium";"E.T.A.Hoffmann-Gymnasium Bamberg   ";"Sternwartstr. 3";"96049";"Bamberg";"www.eta-hoffmann-gymnasium.de";"/schule/0035.html"
"0038";"Gymnasium";"Theresianum Bamberg - Spätberufenengymnasium der Caritas-Schulen gGmbH ";"Am Knöcklein 1";"96049";"Bamberg";"www.theresianum.de";"/schule/0038.html"
"0396";"Kolleg";"Theresianum Bamberg - Kolleg der Caritas-Schulen gGmbH  ";"Karmelitenplatz 1 - 3";"96049";"Bamberg";"www.theresianum.de";"/schule/0396.html"
"5000";"Volksschule zur sonderp?dagog. F?rderung";"Von Lerchenfeld-Schule Bamberg Priv.Förderzentr.,Förderschwerpunkt Hören des Kath. Bildungszentrums am Oberen Stephansberg";"Oberer Stephansberg 44";"96049";"Bamberg";"www.von-lerchenfeld-schule.de";"/schule/5000.html"
"5024";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Krankenpflege der Bamberger Akademie für Gesundheitsberufe gemeinn. GmbH in Bamberg";"Buger Str. 80";"96049";"Bamberg";"www.ba-afg.de";"/schule/5024.html"
"5034";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Hebammen der Bamberger Akademie für Gesundheitsberufe gemeinn. GmbH in Bamberg";"Buger Str. 80";"96049";"Bamberg";"www.ba-afg.de";"/schule/5034.html"
"5048";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Altenpflegehilfe der Caritas-Diakonie Schulträger gGmbH Bamberg";"Jakobsberg 31";"96049";"Bamberg";" ";"/schule/5048.html"
"5120";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Pflege der Bamberger Bildungszentrum für Altenhilfe gemeinnützige GmbH in Bamberg";"Buger Str. 80";"96049";"Bamberg";"www.ba-afg.de";"/schule/5120.html"
"5124";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Pflege der Bamberger Akademie für Gesundheitsberufe gemeinn. GmbH in Bamberg";"Buger Str. 80";"96049";"Bamberg";"www.ba-afg.de";"/schule/5124.html"
"5129";"Fachakademie";"Caritas-Fachakademie für Sozialpädagogik im Haus St. Elisabeth, Bamberg ";"Jakobsberg 31";"96049";"Bamberg";"www.fachakademie-bamberg.de";"/schule/5129.html"
"5137";"Wirtschaftsschule";"Priv. Wirtschaftsschule Bamberg der gemeinnützigen Quadriga GmbH  ";"Aufseßstr. 2";"96049";"Bamberg";"www.pws-bamberg.de";"/schule/5137.html"
"5160";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule für Physiotherapie der Bamberger Akademie für Gesundheitsberufe gemeinnützige GmbH in Bamberg";"Buger Straße 80";"96049";"Bamberg";" ";"/schule/5160.html"
"5161";"Berufsfachschule des Gesundheitswesens";"Berufsfachschule f.Anästhesietech. Assistentinnen u. Assistenten sowie Operationstechn. Assistent/innen de Bamberger Akad. f. Gesundheitsber.";"Burger Str. 49";"96049";"Bamberg";" ";"/schule/5161.html"
